Baby Girl Names Registered in 1995,
1,Shealeen
1,Shealeigh
1,Shealene
1,Shealin
3,Shealyn
1,Sheanalee
1,Sheani
1,Sheanna
1,Sheanne
6,Sheena
1,Sheenal
7,Sheila
1,Shelaine
#,Baby Girl Names
1,Shelayne
3,Shelbi
4,Shelbie
121,Shelby
1,Shelby-Lyn
1,Sheliza
1,Shelleen
2,Shelley
1,Shelly
3,Shenaya
1,Shenea
1,Shenelle
3,Shenise
1,Shennia
1,Shenoa
1,Shenya
1,Shenyse
1,Sherene
1,Sherida
4,Sheridan
2,Sherilyn
2,Sherina
2,Sherisse
1,Sherren
1,Sherri
3,Sherry
1,Sherrylyn
2,Sheryl
1,Shewah
1,Sheyanne
1,Sheyenne
1,Sheykena
1,Shian
1,Shianna
3,Shianne
1,Shiksha
1,Shilah
1,Shiloh
1,Shilpa
1,Shinal
1,Shinea
1,Shinedeep
1,Shineese
1,Shinelle
1,Shinia
1,Shireen
1,Shirlee
6,Shirley
1,Shiyenne
1,Shonda
1,Shondra
#,Baby Girl Names
1,Shonnie
1,Shoshannah
1,Shreya
1,Shuet-Ching
1,Shweta
1,Shyan
7,Shyann
1,Shyanna
11,Shyanne
1,Shyelle
1,Shyenne
8,Shyla
1,Shyle
1,Shylee
2,Shylo
1,Shyloh
1,Shylon
1,Shy-Lynn
1,Shynea
2,Shyrelle
1,Shyrose
1,Sianna
1,Siara
1,Sidnee
10,Sidney
1,Sidney-Rae
1,Sidrean
1,Sieanna
3,Sienna
1,Sienna-Marie
2,Siera
36,Sierra
1,Sigrid
1,Silken
1,Silvia
1,Simantha
1,Simarnjeet
1,Simmi
11,Simone
3,Simran
1,Simranjit
1,Sin
5,Sinead
1,Siobel
6,Siobhan
1,Sirena
1,Skeena
3,Sky
5,Skye
1,Skyelar
1,Skye-Lee
#,Baby Girl Names
2,Skyla
1,Skyland
2,Skylar
4,Skyler
1,Sloan
1,Sloane
3,Sofia
1,Solange
1,Solomia
1,Sommer
2,Sondra
4,Sonia
6,Sonja
1,Sonora
4,Sonya
1,Soona
6,Sophia
11,Sophie
1,Souha
1,Souknirand
1,Souraya
1,Sousan
4,Spencer
1,Stacee
14,Stacey
1,Stacia
3,Stacie
1,Stacie-Ann
4,Stacy
1,Stanella
1,Star
3,Starla
1,Starlene
1,Starlight
1,Starlitt
1,Stasia
1,Stefani
8,Stefanie
1,Steffany
1,Stella
117,Stephanie
1,Stephanie-Lena
1,Stephannie
1,Stephany
1,Stepheney
1,Stephenie
1,Stephien
1,Stephine
1,Sterling
1,Stevey
4,Stevie
#,Baby Girl Names
1,Stevie-Lynn
4,Storm
1,Stormy
1,Stu
1,Sue-Jin
1,Sui
1,Sukhdeep
1,Sukhpreet
1,Sultanat
1,Suman
1,Sumar
1,Sumayah
10,Summer
1,Sumone
1,Sunaina
1,Sunali-Ann
1,Sunicia
1,Sunita-Kumari
3,Sunshine
1,Sunshyn
1,Supanee
1,Supreet
1,Suraiya
1,Surina
1,Surya
14,Susan
2,Susana
2,Susanna
2,Susannah
2,Susie
4,Suzanna
1,Suzannah
5,Suzanne
1,Suzy
1,Sveina
1,Sya
1,Sydne
4,Sydnee
121,Sydney
5,Sydnie
1,Syilvana
5,Sylvia
1,Sylvie
1,Sylvina
1,Sze
1,Taashera
2,Tabatha
5,Tabea
1,Tabish
10,Tabitha
1,Taelar
#,Baby Girl Names
1,Taeler
1,Taelore
1,Tahirih
1,Tai
2,Taija
1,Tait
1,Tajia
1,Takaila
1,Takwakin
1,Taleinna
5,Talia
1,Taliah
1,Talieya
1,Taline
1,Talisa
1,Tallia
1,Talon
1,Talvir
1,Talyn
1,Tama
1,Tamaira
26,Tamara
1,Tamaryn
1,Tambie
2,Tamera
4,Tamika
1,Tamila
1,Tamlyn
1,Tammie
3,Tammy
2,Tamona
3,Tamra
1,Tamsyn
2,Tana
1,Tananda
3,Tanaya
1,Tandice
1,Taneah
2,Taneal
1,Taneesha
1,Taneisha
1,Tanelle
2,Tanesha
1,Tanessa
1,Tania
2,Taniesha
1,Tanika
8,Tanis
12,Tanisha
1,Tanita
1,Tanja
#,Baby Girl Names
1,Tanna
2,Tanner
7,Tannis
1,Tannyann
9,Tanya
1,Tanysha
26,Tara
1,Tarah
1,Taralee
1,Tara-Lee
1,Tara-Lynn
1,Taranjit
1,Tarannum
1,Taraya
1,Taresa
1,Tarilyn
1,Tarisa
1,Tariya
1,Tarrell
2,Tarryn
21,Taryn
1,Tarynn
1,Tasana
10,Tasha
1,Tasha-Lee
1,Tashaundra
1,Tashia
2,Tashina
1,Tassie
1,Tataya
1,Tate
14,Tatiana
2,Tatianna
1,Tatiyana
1,Tatum
2,Tatyana
1,Tatyanna
1,Tawiah
1,Tawney
1,Tawny
2,Taya
1,Tayah
1,Tayja
1,Tayla
1,Taylan
1,Taylee
15,Tayler
215,Taylor
1,Taylor-Ann
1,Tayloranne-Brooke
1,Taylore
#,Baby Girl Names
1,Taylor-Rae
1,Tayola
1,Tayshia
1,Tazia
5,Teagan
3,Teaghan
1,Teaghanne
1,Teagin
1,Teague
2,Teala
2,Teale
1,Teana
1,Teann
1,Teanna
1,Teegan
1,Teera
4,Tegan
1,Tegen
1,Teggan
1,Teha
1,Tehya
1,Teigan
1,Teighan
1,Teighn
1,Teila
1,Teirra
1,Teisha
1,Tejaswi
1,Tekayha
1,Tekla
1,Tekoa
1,Telia
1,Telsa
1,Telsi
1,Temeaka
1,Tempest
1,Tenaya
1,Tenea
1,Teneal
1,Tenielle
2,Tenille
1,Tenise
3,Tenisha
1,Tenita
1,Tennisha
1,Tenyang
1,Teraneal
8,Teresa
1,Teresa-Lynn
1,Terese
1,Teri-Lee
#,Baby Girl Names
1,Terilyn
1,Teri-Lyn
4,Terra
1,Terrah
1,Terran
2,Terrelle
1,Terressa
2,Terri
1,Terri-Ann
1,Terri-Lyn
1,Terrin
1,Terryl
1,Terynn
1,Tese
1,Teshia
7,Tess
19,Tessa
1,Tessaka
1,Tessandra
1,Thalia
1,Thanie
1,Thea
2,Theodora
1,Theora
14,Theresa
1,Therese
5,Thi
1,Thuc
5,Thuy
20,Tia
1,Tia-Christina
1,Tia-Marie
1,Tian
10,Tiana
17,Tianna
1,Tiannah
1,Tianny
7,Tiara
1,Tia-Rae
1,Tiarra
1,Tieggan
1,Tieghan
1,Tiera
1,Tierney
1,Tierra
3,Tiffani
1,Tiffanie-Jean
1,Tiffanni
35,Tiffany
1,Tiffany-Rae
1,Tiffeny
#,Baby Girl Names
1,Tijana
1,Timara
1,Timber
1,Timna
1,Timothia
14,Tina
1,Tinaya
1,Tinesa
1,Tinesha
3,Tinisha
1,Tionna
1,Tipenga
1,Tishina
1,Tiyanna
1,Tiyo
1,Tiyonna
1,Tneil
1,Toby
1,Tokaj
1,Tomara
1,Tomoyo
1,Tonesha
8,Toni
2,Tonianne
2,Tonya
1,Tora
1,Torah
1,Toree
1,Torey
15,Tori
2,Toria
1,Tori-Ann
1,Torie
1,Tori-Lynn
2,Torri
1,Torrie
5,Tory
1,Tosha
1,Touobamana
1,Tracee
3,Tracey
1,Traci
6,Tracy
1,Tran
1,Traylen
1,Treanna
1,Tremayne
1,Trenna
2,Tressa
1,Triana
1,Triawna
#,Baby Girl Names
3,Tricia
6,Trina
1,Trinh
2,Trini
4,Trinity
1,Triona
1,Trish
2,Trisha
1,Trishanpreet
1,Trishia
2,Trista
12,Tristan
12,Tristen
2,Tristin
2,Tristyn
1,Trudy
2,True
1,Trung
1,Tse
1,Tuesday
1,Twila
2,Twyla
1,Tyana
1,Tyeesha
1,Tyjana
1,Tykara
3,Tyla
1,Tylar
1,Tylene
3,Tyler
1,Tylie
1,Tyller
2,Tylyn
1,Tymika
1,Tymone
1,Tynille
1,Tynisha
1,Typanga
11,Tyra
1,Tyree
2,Tyrisha
1,Umama
1,Urooj
1,Uroosa
1,Ursa
1,Ursuala
1,Usra
1,Valen
1,Valene
2,Valeria
12,Valerie
#,Baby Girl Names
1,Valina
48,Vanessa
1,Vanna
1,Vegas-Bean
1,Velda
1,Venessa
1,Veniece
2,Venus
1,Verity-Jean
14,Veronica
2,Veronique
1,Veruschka
1,Vhari
4,Vicky
93,Victoria
2,Victoria-Lynn
1,Victoria-Paige
1,Vienna
1,Vina
1,Vincenza
1,Viola
2,Violet
1,Violetta
1,Viraagna
3,Virginia
20,Vivian
1,Viviana
3,Vy
1,Vyktoria
1,Wajiha
1,Wakako
1,Walker
1,Waneita
1,Waverly
1,Weiwen
1,Wendi
9,Wendy
1,Wenqi
10,Whitney
5,Willow
1,Wing
2,Winter
1,Wiza
1,Wongani
1,Wraia
1,Wren
1,Wy-Anne
1,Wyatte
1,Wyndi
1,Wynter
1,Xiao
#,Baby Girl Names
1,Y.
1,Yah
1,Yana
1,Yancy
1,Yasemeen
1,Yasmean
1,Yasmen
1,Yasmika
3,Yasmin
1,Yasmine
1,Yelena
1,Yolanda
1,You
1,Youn-Mi
1,Yousra
1,Ysobel
1,Yu
1,Yuki
2,Yumna
1,Yuna
1,Yung
1,Yunjia
1,Yuwen
5,Yvonne
2,Zabrina
1,Zahkaya
1,Zahra
1,Zain
1,Zainab
1,Zainib
1,Zana
1,Zandrea
1,Zanib
1,Zara
1,Zeba
1,Zeeyaan
2,Zeina
2,Zeinab
1,Zenna
1,Zianna
1,Zieneb
1,Zina
19,Zoe
2,Zoey
1,Zofia
1,Zoie
1,Zsintaya
