Baby Boy Names Registered in 1999,
1,Armand
1,Armando
2,Armann
1,Armeen
1,Arnie
4,Aron
1,Arran
3,Arron
1,Arshawn
1,Arshbir
3,Arshdeep
1,Arshpreet
4,Arthur
1,Artin
1,Aruto
1,Arvin
1,Aryton
1,Asa
1,Asani-Waci
1,Ash
1,Ashby
4,Asher
1,Ashiq
1,Ashley
1,Ashten
22,Ashton
1,Ashtyn
1,Athanasios
1,Athaniel
1,Atif
1,Atlant
1,Atlas
#,Baby Boy Names
1,Atticus
1,Aubrey
3,August
1,Aulden
1,Aundre
1,Aurelio
1,Aussim
8,Austen
237,Austin
1,Austin-Brodie
1,Austinn
2,Auston
10,Austyn
24,Avery
1,Avineet
1,Avneet
1,Awasis
2,Axel
1,Ayaan
1,Ayad
1,Aydan
7,Ayden
2,Aydin
1,Ayomitide
1,Ayoub
1,Ayrik
1,Ayrton
1,Azeem-Mohammad
1,Babiel
32,Baby
1,Baile
45,Bailey
1,Bailie
1,Baillie
1,Bailly
1,Baily
1,Baird
1,Balkaran
3,Balraj
1,Balthazar
1,Barney
1,Barret
4,Barrett
1,Barry
1,Bassem
1,Bastian
3,Bayley
5,Beau
1,Beaudon
#,Baby Boy Names
1,Beck
1,Belal
8,Ben
1,Benedict
1,Benett
1,Benjaman
4,Benjamen
185,Benjamin
1,Benjimen
1,Benjimin
3,Bennet
7,Bennett
2,Benny
3,Benson
1,Bentley
1,Benzion
1,Bereket
1,Bernard
1,Bernhard
1,Bernhord
1,Bervin
1,Beryon
1,Bevan
1,Bhavanjit
1,Bhavesh
1,Bhavjyot
1,Bhawan
1,Bhawanjot
1,Bhisham
1,Bhupal
1,Bijaan
2,Bilal
6,Billy
1,Billy-Joe
1,Binay
1,Biong
1,Birmadu
3,Bjorn
6,Blade
1,Blain
11,Blaine
10,Blair
3,Blaise
1,Blaiz
1,Blaize
50,Blake
1,Blayd
1,Blayde
1,Blayke
#,Baby Boy Names
1,Blayne
3,Blaze
2,Blu
1,Bluesky
2,Bo
4,Bobby
1,Bobby-Joe
2,Boden
1,Boe
1,Boedy
1,Bogdan
1,Bon
1,Booker
1,Borden
2,Boris
6,Bowen
1,Boyan
1,Boyd
1,Brad
51,Braden
4,Bradey
48,Bradley
2,Bradly
4,Bradon
43,Brady
2,Bradyn
3,Braedan
24,Braeden
2,Braedin
11,Braedon
2,Braedy
2,Braedyn
9,Braiden
1,Braidon
1,Braidyn
2,Brailey
1,Bram
3,Brandan
13,Branden
3,Brandin
223,Brandon
1,Brandon-Lee
1,Brandon-Nicholas
8,Brandt
2,Brandyn
1,Brannon
3,Branson
9,Brant
1,Brantford
#,Baby Boy Names
1,Branton
1,Braven
5,Braxton
1,Braydan
93,Brayden
1,Braydn
29,Braydon
1,Braydon-Lee
3,Brayton
1,Breadon
1,Brecker
1,Bremner
1,Brenan
86,Brendan
32,Brenden
2,Brendin
16,Brendon
1,Brendt
1,Brendyn
20,Brennan
4,Brennen
1,Brenner
2,Brennon
5,Brent
2,Brenton
5,Bret
1,Breton
82,Brett
1,Bretton
1,Brevyn
1,Breysen
27,Brian
1,Briar
4,Brice
1,Bridger
1,Brier
2,Brigham
1,Brigm
2,Briley
1,Brisk
1,Brittan
1,Britton
1,Broc
23,Brock
2,Brodee
3,Broden
1,Brodene
1,Brodey
8,Brodie
#,Baby Boy Names
1,Brodin
27,Brody
1,Brody-James
1,Broedy
2,Brolin
1,Brondon-Chase
2,Bronson
3,Brook
1,Brooker
1,Brookes
3,Brooks
4,Bruce
1,Bruin
1,Bruno
19,Bryan
1,Bryant
40,Bryce
2,Brycen
1,Brydan
4,Bryden
1,Bryer
1,Bryle
2,Brylee
4,Bryn
1,Bryndal
1,Brynn
1,Bryon
1,Brysen
6,Bryson
1,Brytin
6,Bryton
1,Buchanan
1,Burkely
1,Burman
6,Byron
1,Byryn
1,C.J.
4,Cade
9,Caden
2,Cadence
1,Cadeon
1,Cadyn
1,Caeden
1,Caedin
6,Caelan
1,Caelin
3,Caelum
1,Caerid
2,Cage
#,Baby Boy Names
1,Caibre
1,Caid
2,Caiden
1,Caidin
1,Caidyn
1,Cailan
2,Cain
1,Caine
1,Calan
2,Calder
19,Cale
63,Caleb
2,Calem
1,Callan
2,Callen
7,Callum
1,Calob
6,Calum
1,Calun
20,Calvin
1,Cam
4,Camden
121,Cameron
5,Campbell
1,Canon
6,Carl
2,Carlen
2,Carlin
1,Carlito
1,Carllen
3,Carlo
5,Carlos
1,Carlson
1,Carlton
1,Carmen
3,Carsen
47,Carson
1,Carsten
1,Carsyn
66,Carter
1,Carver
14,Casey
2,Cash
1,Cass
3,Cassidy
2,Cassius
1,Castor
5,Cauy
2,Cavan
#,Baby Boy Names
1,Caycee
2,Cayden
1,Caymen
1,Ceajay
1,Cecil
1,Cedric
1,Cedrick
1,Celestien
1,Cerral
1,Cetan
2,Chace
29,Chad
15,Chance
14,Chandler
1,Channer
1,Chanse
1,Chantz
1,Chanz
1,Charanpreet
1,Charl
15,Charles
3,Charlie
1,Charnkamaltek
80,Chase
1,Chasen
1,Chasten
1,Chaston
1,Chayden
3,Chayse
1,Chaysen
2,Chayton
3,Chaz
1,Chervaine
1,Chess
1,Chesster
3,Chet
1,Chetaan
2,Chetan
1,Chevazz
3,Chevy
1,Cheyenne
1,Cheyvez
2,Chi
1,Chico
1,Chikku
1,Chivez
4,Chris
1,Chrisanthos
1,Chrishten
#,Baby Boy Names
2,Christiaan
74,Christian
4,Christien
1,Christofer
140,Christopher
1,Chrysolite
1,Chuba
1,Chzi
3,Cian
1,Ciaran
1,Claren
2,Clarence
1,Clark
2,Clarke
1,Claude
2,Claudio
9,Clay
1,Clayten
28,Clayton
1,Cle
1,Cleason
1,Clement
1,Clements
1,Cleveland
1,Clifford
1,Clifton
1,Cline
2,Clint
3,Clinton
1,Clovis
1,Clyde
1,Coale
1,Coalton
5,Coby
1,Cobyn
1,Codi
2,Codie
107,Cody
3,Cohen
1,Cohl
1,Colan
1,Colbran
15,Colby
137,Cole
1,Coleben
4,Coleman
1,Colemin
1,Coleson
4,Coleton
#,Baby Boy Names
31,Colin
7,Collin
1,Collton
1,Colm
1,Colsen
2,Colson
3,Colt
1,Coltan
15,Colten
4,Coltin
70,Colton
1,Conagher
2,Conall
1,Conan
1,Conlan
1,Conley
1,Connar
20,Conner
1,Connery
157,Connor
6,Conor
3,Conrad
9,Cooper
3,Corban
1,Corben
1,Corbie
14,Corbin
2,Corby
3,Corbyn
5,Cordell
9,Corey
1,Cormac
1,Cornelis
2,Cornelius
1,Corneluis
1,Cornie
1,Cort
1,Cortland
1,Corwin
13,Cory
1,Cosmos
1,Coulton
1,Courtland
1,Courtlen
1,Courtney
1,Couy
1,Cowan
2,Coy
12,Craig
#,Baby Boy Names
1,Crandle
3,Creed
1,Cristian
1,Cross
4,Cruz
1,Cullan
2,Cullen
1,Curran
1,Curstan
40,Curtis
1,Curtiss
3,Cyrus
1,Da
1,Dace
1,Dacs
1,Daegan
1,Daegen
1,Daelin
1,Daemon
1,Daemond
1,Daeric
2,Dagan
1,Dahkota
1,Daine
3,Dakoda
41,Dakota
2,Dakotah
1,Dalamar
7,Dale
2,Dalen
1,Dalice
2,Dalin
1,Daljinder
1,Dallan
32,Dallas
1,Dallas-Lloyd
2,Dallen
5,Dallin
27,Dalton
1,Daly
1,Dalyn
1,Damein
1,Damen
17,Damian
1,Damian-Piotr
6,Damien
1,Damin
4,Damion
19,Damon
#,Baby Boy Names
1,Damyen
1,Dan
4,Dana
9,Dane
1,Daneilo
2,Dang
1,Dani
1,Danial
174,Daniel
1,Daniel-Cord
2,Daniele
1,Danilo
1,Dannon
10,Danny
14,Dante
3,Danton
1,Danyel
1,Daragh
1,Daraich
2,Darby
1,Darcey
7,Darcy
32,Darian
1,Darias
8,Darien
1,Darijan
6,Darin
4,Dario
3,Darion
1,Daris
11,Darius
1,Dariusz
1,Darming
1,Darnel
1,Darnele
4,Darnell
1,Daron
1,Darrel
1,Darrell
11,Darren
2,Darrian
3,Darrien
1,Darrigan
1,Darrin
1,Darryl
1,Darryll
1,Darshan
1,D'Artagnan
1,Dartanian
#,Baby Boy Names
1,Dartanion
2,Darwin
1,Daryan
1,Daryn
1,Dashawn
1,Dason
1,Daten
1,Davey
110,David
6,Davin
11,Davis
2,Dawsen
119,Dawson
2,Dax
6,Daylan
4,Daylen
2,Daylon
1,Daymen
1,Daymion
2,Daymon
1,Dayn
4,Dayne
14,Dayton
1,Deacon
11,Dean
2,Deandre
1,DeAndre
1,Deane
1,Deangelo
1,Deante
1,Decklin
11,Declan
1,Declyn
1,Dederick
1,Deepak
1,Degan
1,Dejan
1,Dejaro
1,Deken
3,Deklan
1,Deklin
1,Delaney
1,Deliver
1,Dell
1,Deloy
1,Delsin
1,Delton
1,Deltyn
1,Delwin
#,Baby Boy Names
1,Demetre
1,Denanh
2,Deng
2,Denis
11,Dennis
4,Denny
1,Denon
7,Denver
3,Denzel
1,Denzel-Ricardo
1,Denzille
1,Deontae
1,Deree
32,Derek
6,Derian
2,Derik
1,Derrek
1,Derrian
5,Derrick
2,Derrik
1,Derwin
1,DeSean
1,Desean
1,Desi
1,Desmand
4,Desmond
3,Destin
1,Deston
1,Detroit
1,Deun
1,Dev
3,Devan
1,Devat
1,Deven
1,Devesh
27,Devin
3,Devlin
1,Devn
51,Devon
1,Devonte
1,Devron
1,Devun
1,Devyn
1,Dewey
6,Dexter
1,Dhru
1,Diamond
12,Diego
1,Diem
#,Baby Boy Names
1,Dieudonne
1,Diezel
5,Dillan
25,Dillon
1,Dilnoor
1,Dilon
1,Dilraj
1,Dilvir
3,Dimitri
1,Dimitry
1,Diogenes
4,Dion
1,Dionisios
1,Dirk
1,Dixon
1,Diyar
1,D-Jay
1,D-Kota
1,Dlyan
2,Dmitri
1,Doamas
2,Dolan
1,Dolton
2,Domenic
1,Domenico
24,Dominic
3,Dominick
4,Dominik
6,Dominique
2,Don
9,Donald
3,Donavan
1,Donaven
1,Donavin
25,Donovan
1,Donovon
2,Dontae
6,Dorian
1,Dorien
1,Dorion
1,Doru
1,Dory
1,Dougal
11,Douglas
1,Doyle
1,Dradon
3,Drake
4,Draven
1,Dravin
#,Baby Boy Names
1,Draw
4,Drayden
1,Draydin
1,Draygen
1,Drayke
6,Drayton
17,Drew
1,Dreyden
1,Dreysen
1,Dreyson
1,Dru
1,Drustin
5,Dryden
1,Drydyn
3,Duane
1,Duc
1,Duke
20,Duncan
1,Dune
1,Dungdit
1,Dupri
1,Duran
1,Durant
1,Durrell
1,Duru
39,Dustin
3,Dustyn
1,Duy-Khanh
3,Dwayne
2,Dwight
219,Dylan
1,Dyland
1,Dylan-Spencer
2,Dyllan
4,Dylon
1,Dylyn
1,Dyre
2,Dyson
1,Eagleson
3,Eamon
2,Earl
1,Earnest
1,Eastin
6,Easton
1,Ebn
1,Eddie
1,Eddy
2,Edgar
1,Edgerrin
#,Baby Boy Names
2,Edison
1,Edlee
1,Edmir
2,Edmond
2,Edmund
1,Edric
1,Eduardo
19,Edward
4,Edwin
1,Ehab
1,Eijaz
2,Elan
1,Elek
9,Eli
1,Elia
7,Elias
1,Eligh
17,Elijah
2,Eliot
1,Elis
1,Elisha
3,Elliot
3,Elliott
2,Ellis
1,Ellison
1,Elton
2,Elvin
1,Elvis
1,Elyjah
1,Emaad
2,Emad
1,Emad-Uddin
2,Emanuel
2,Emerson
1,Emil
3,Emile
1,Emilian
1,Emiliano
2,Emilio
1,Emilo
1,Emin
3,Emmanuel
5,Emmett
2,Emmit
1,Emre
1,Enes
3,Enrique
1,Enzo
1,Erat
#,Baby Boy Names
115,Eric
2,Erich
1,Erick
1,Eriel
30,Erik
1,Erin
1,Eriq
1,Erjan
1,Ernest
1,Ernesto
1,Erris
1,Errol
1,Erwin
1,Eshed
1,Esmir
1,Essex
1,Esten
1,Estephanus
1,Etebom
169,Ethan
1,Ethan-Lucas
1,Ethanpal
1,Ethin
1,Etienne
2,Euan
3,Eugene
127,Evan
1,Evander
1,Evangelos
6,Everett
1,Everette
1,Evian
2,Evin
1,Evret
2,Ewan
1,Ezana
1,Ezekiel
1,Ezra
1,Ezrah
2,Fabian
1,Fadi
1,Faiz
1,Falco
1,Falcon
1,Fanueal
1,Farid
2,Farouk
1,Farren
1,Farres
#,Baby Boy Names
1,Farris
1,Fatih
1,Fawad
1,Fawaz
1,Feather
1,Felipe
1,Felix
2,Fergus
1,Fergusson
1,Ferhad
2,Fernando
1,Feroz
1,Ferren
1,Ferris
1,Fielding
3,Filip
1,Filxe
1,Findley
1,Finley
1,Finn
1,Finnian
1,Finnley
1,Firas
1,Fischer
1,Fisher
2,Flint
1,Florentino
1,Florian
2,Ford
1,Forrest
1,Foster
1,Four
4,Francesco
1,Francios-Isadore
7,Francis
2,Francois
9,Frank
2,Frankie
2,Franklin
1,Franz
5,Fraser
1,Freddie
1,Frederic
3,Frederick
1,Fredrick
1,Freeman
1,Fritz
1,Furkan
1,Fynn
#,Baby Boy Names
1,Gabius
1,Gabrial
36,Gabriel
1,Gaelan
1,Gaelen
1,Gagandeep
1,Gaganjot
1,Gaganpreet
17,Gage
1,Galen
1,Galvin
1,Gamaliel
1,Garcia
1,Garen
1,Garet
2,Gareth
4,Garett
1,Garette
1,Garion
1,Garnet
1,Garnett
1,Garren
6,Garret
1,Garreth
37,Garrett
1,Garrette
1,Garrick
2,Garrison
2,Garth
4,Gary
1,Garyn
1,Gatlin
1,Gauge
2,Gaurav
35,Gavin
1,Gavinder
1,Gavyn
1,Gehren
1,Genis
1,Gentrit
1,Geoff
5,Geoffrey
16,George
5,Gerald
3,Gerard
1,Gerasimos
1,Gerben
1,Gerhard
1,Gerhord
#,Baby Boy Names
1,Gerin
1,Germain
1,Geronimo
3,Gerrit
1,Ghanem
1,Gia
1,Giacomo
1,Gian
1,Giancarlo
1,Gianni
1,Gibran
2,Gibson
1,Gierhard
3,Gilbert
1,Gilles
3,Gino
1,Gio
1,Giorgio
1,Giovanni
1,Giuliano
1,Giw
1,Gladwin
4,Glen
1,Glendon
1,Glenn
1,Godfrey
2,Goran
1,Gordie
17,Gordon
1,Gordy
1,Govind
2,Grady
1,Graedon
5,Graeme
21,Graham
9,Grant
1,Graycen
3,Grayden
5,Graydon
1,Graysen
17,Grayson
1,Greg
1,Greggory
25,Gregory
1,Greydon
1,Greylan
3,Greyson
1,Griffen
19,Griffin
#,Baby Boy Names
1,Guang-Xiong
1,Guenole
1,Guerin
1,Guile
2,Guillaume
1,Gunnar
1,Gunnarr
1,Gurdeep
1,Gurfateh
1,Gurjevan
1,Gurjot
2,Gurjyot
1,Gurkirat
1,Gurmeet
1,Gurminder
1,Gurpartap
4,Gurpreet
1,Gurprit
1,Gursajan
2,Gurshan
1,Gursharandeep
2,Gursimran
1,Gurtaj
1,Gurveer
1,Gurvir
1,Guy
1,Gypsy
1,Haazim
1,Habtom
2,Haden
1,Hader
2,Hadi
1,Hadyn
1,Haedan
1,Hagen
1,Haider
1,Haithem
1,Haiydyn
2,Hale
2,Halen
2,Hamad
3,Hamza
2,Hans
1,Hardeep
1,Hardi
3,Hardy
1,Haris
1,Harjind
2,Harjot
#,Baby Boy Names
1,Harjun
1,Harjyot
1,Harkamal
1,Harkarn
1,Harlen
7,Harley
3,Harman
1,Harmandeep
1,Harmanpal
1,Harmon
1,Harneet
1,Harnek
1,Harnoor
1,Harold
3,Harpreet
1,Harrisen
27,Harrison
3,Harry
1,Harshawn
1,Harsimran
1,Hartman
1,Haru
2,Harvir
1,Harvish
1,Hasan
1,Hashim
3,Hassan
1,Hassen
1,Hayato
1,Haydan
39,Hayden
1,Haydn
1,Hayze
1,Hazen
1,Haziq
1,Hazqeel
1,Healy
1,Hector
1,Heesham
1,Hein
1,Heinrich
1,Helix
1,Hemza
1,Hemzy
2,Hendrik
14,Henry
1,Herbert
1,Hessten
1,Hetash
#,Baby Boy Names
1,Hiep
1,Hilton
2,Hoang
1,Hogan
2,Holden
1,Housam
1,Houston
1,Hoyce
1,Hubert
5,Hudson
1,Hue
2,Hugh
3,Hugo
1,Humza
1,Hung
57,Hunter
1,Hunter-Shae
1,Husanpreet
1,Husayn
4,Hussein
1,Huy
1,Huynh
1,Hyram
1,Hyrum
6,Iain
48,Ian
5,Ibrahim
1,Ibriham
1,Ieonard
1,Ignacy
1,Igor
1,IJmert
1,Ilarion
1,Imrin
1,Imrindeep
1,Inder
1,Inderbeer
1,Inderjit
2,Inderpreet
1,Indiana
1,Ionel
1,Ira
1,Iram
1,Irvan
1,Irwin
1,Isa
46,Isaac
5,Isaak
46,Isaiah
#,Baby Boy Names
1,Isak
1,Isayha
3,Isiah
1,Isik
2,Ismail
3,Issa
3,Issac
1,Issiah
2,Iteoluwakisi
12,Ivan
1,Ivor
1,Ivraj
1,Izaac
2,Izaak
1,Izaha
1,Izaiah
1,Izak
1,Jabez
1,Jacan
15,Jace
1,Jacey
1,Jacinthian
73,Jack
3,Jackie
57,Jackson
2,Jacky
244,Jacob
1,Jacobus
1,Jacoby
1,Jacolby
5,Jacques
1,Jacson
1,Jad
2,Jadan
1,Jadden
4,Jade
43,Jaden
1,Jadeynn
1,Jadin
4,Jadon
1,Jadyn
6,Jaeden
3,Jaedon
1,Jaedyn
2,Jaeger
1,Jaelin
1,Jaemen
1,Jafar
1,Jagan
#,Baby Boy Names
2,Jagdeep
2,Jagger
1,Jagjot
1,Jagpal
1,Jagraj
1,Jahshan
1,Jai
4,Jaiden
1,Jaidyn
1,Jaime
1,Jaimen
1,Jaimus
1,Jaipal
1,Jaise
1,Jaisen
34,Jake
1,Jakeb
1,Jakeem
16,Jakob
1,Jakobi
1,Jakota
1,Jakub
1,Jalal
1,Jalan
3,Jalen
1,Jalenbeau
2,Jamal
1,Jameel
109,James
1,James-Nicholas
3,Jameson
15,Jamie
2,Jamieson
1,Jamin
2,Jamison
1,Jamyl
2,Jan
1,Jansen
1,Januel
1,Japheth
1,Jarad
118,Jared
2,Jarek
3,Jaren
3,Jaret
1,Jareth
5,Jarett
1,Jari
2,Jarid
#,Baby Boy Names
20,Jarod
6,Jarom
1,Jaromir
3,Jaron
1,Jarrah
10,Jarred
1,Jarren
4,Jarret
11,Jarrett
1,Jarrid
11,Jarrod
1,Jarron
2,Jarryd
3,Jarvis
2,Jaryd
3,Jase
1,Jaskamal
4,Jaskaran
1,Jaskarn
1,Jaskeen
2,Jaskirat
1,Jasman
1,Jasmeet
78,Jason
1,Jason-Ray
3,Jasper
2,Jasraj
1,Jausont
1,Javan
2,Javen
2,Javier
2,Javon
1,Jawad
2,Jawdat
2,Jax
2,Jaxen
9,Jaxon
1,Jaxsen
6,Jaxson
1,Jaxton
8,Jay
1,Jaybic
1,Jaybyn
4,Jayce
5,Jaydan
2,Jayde
1,JayDee
70,Jayden
1,Jaydin
#,Baby Boy Names
2,Jaydn
6,Jaydon
1,Jaydon-Percy
1,Jaydyn
1,Jayk
1,Jayke
1,Jaylen
1,Jayman
1,Jaymar
2,Jayme
2,Jaymen
1,Jaymon
1,Jaynen
7,Jayson
1,"Jaysson-William-
Hendricks"
1,Jayven
1,Jazib
1,Jazz
1,JC
5,Jean
1,Jean-Claude
2,Jean-Francois
1,Jean-Luc
1,Jean-Marc
1,Jean-Philippe
4,Jed
1,Jedd
1,Jedediah
1,Jediah
1,Jeeve
2,Jeff
9,Jeffery
1,Jeffory
27,Jeffrey
1,Jeffry
1,Jefthro
1,Jehad
4,Jensen
1,Jeral
1,Jeramie
1,Jeramy
1,Jereden
1,Jeremey
1,Jeremi
20,Jeremiah
3,Jeremie
58,Jeremy
1,Jeren
#,Baby Boy Names
1,Jerette
1,Jericho
1,Jerick
2,Jerimiah
1,Jerimy
2,Jerius
1,Jerod
4,Jerome
1,Jeromy
1,Jerred
1,Jerremy
1,Jerrick
1,Jerri-Lee
2,Jerrod
5,Jerry
1,Jerryd
1,Jerzie
2,Jesiah
1,Jeson
1,Jess
81,Jesse
1,Jesseppe
1,Jessey
2,Jessi
1,Jessiah
3,Jessie
1,Jesson
1,Jessy
1,Jethro
1,Jetson
5,Jett
1,Jevan
1,Jevon
1,Jeyden
1,Jhori
1,Jiajie
1,Jibran
1,Jibril
9,Jimmy
1,Jin
1,Jiovan
1,Joah
1,Jobe
3,Joe
65,Joel
1,Joemari
5,Joesph
9,Johan
1,Johanas
#,Baby Boy Names
4,Johann
2,Johannes
103,John
1,Johnas
19,Johnathan
2,Johnathen
8,Johnathon
1,Johnnie
8,Johnny
1,John-Peter
1,Joko
4,Jon
47,Jonah
7,Jonas
102,Jonathan
11,Jonathon
1,Jonathon-Richard
1,Jondullah
1,Jonovan
1,Jonvir
173,Jordan
6,Jorden
1,Jordie
2,Jordin
14,Jordon
1,Jordy
2,Jordyn
2,Jory
5,Jose
2,Josef
85,Joseph
7,Josh
319,Joshua
1,Joshveer
14,Josiah
2,Jotbir
1,Jotham
1,Jovan
2,Juan
1,Judge
1,Jules
18,Julian
5,Julien
1,Julio
1,Julios
6,Julius
1,Jullian-Hugh
1,July
1,Jun
#,Baby Boy Names
3,Justen
17,Justice
175,Justin
1,Justinder
1,Justis
3,Justus
2,Justyn
1,Jyotirmya
1,Jysen
1,Ka
1,Kacey
1,Kadain
20,Kade
1,Kadeem
24,Kaden
2,Kadin
1,Kadon
1,Kaedan
1,Kaedann
5,Kaeden
1,Kaedyn
1,Kaegin
2,Kael
8,Kaelan
1,Kaelen
1,Kaeln
1,Kaemon
1,Kaen
1,Kaesen
2,Kage
1,Kahden
11,Kai
1,Kaidan
5,Kaiden
1,Kaidyn
1,Kaigh
1,Kail
1,Kailen
1,Kailin
2,Kain
2,Kaine
1,Kal
1,Kalan
17,Kale
14,Kaleb
1,Kaleel
5,Kalen
1,Kalev
1,Kalib
#,Baby Boy Names
1,Kalil
1,Kalin
1,Kalis
1,Kalkeydan
1,Kallen
2,Kalob
1,Kalten
1,Kalum
3,Kalvin
1,Kam
4,Kameron
4,Kamil
9,Kane
1,Kanen
1,Kanoa
1,Karamveer
2,Karan
1,Karanveer
3,Karanvir
1,Kareem
1,Kareem-Hamdon
1,Karim
6,Karl
1,Karman
1,Karmpreet
1,Karmvir
1,Karnjot
7,Karson
2,Karsten
1,Karter
1,Kartik
3,Kasey
1,Kashius
1,Kashtin
4,Kashton
1,Kashtyn
1,Kason
1,Kaspar
1,Kasyn
1,Kato
2,Kavan
1,Kaven
1,Kayak
2,Kayde
13,Kayden
1,Kaydin
1,Kaydn
2,Kayl
1,Kayle
#,Baby Boy Names
2,Kayleb
1,Kaylem
1,Kaylin
1,Kaylon
1,Kaylum
1,Kayne
1,Kaysen
1,Kayson
1,Kaythen
1,Kaz
1,Kazimier
2,KC
6,Keagan
2,Keaghan
1,Keanan
1,Keane
1,Keanin
4,Keanu
1,Keanue
1,Kearen
1,Keaten
24,Keaton
1,Keatz
2,Keefe
1,Keefer
39,Keegan
1,Keegon
4,Keelan
22,Keenan
1,Keenen
1,Keeran
1,Keerat
1,Keeron
2,Kees
1,Keeshon
1,Keestin
1,Keeven
1,Kegan
1,Kehew
1,Kehler
1,Keifer
1,Keillon
1,Kein
2,Keir
4,Keiran
1,Keishon
14,Keith
1,Keiver
1,Kelan
#,Baby Boy Names
2,Kelby
1,Kelesia
1,Kell
1,Kellan
3,Kellen
1,Kelleo
1,Kelley
1,Kellin
4,Kelly
4,Kelsey
2,Kelson
6,Kelton
11,Kelvin
1,Ken
1,Kenaan
1,Kendel
2,Kendrick
1,Kenith
1,Kennady
1,Kennedey
3,Kennedy
22,Kenneth
4,Kenny
4,Kent
6,Kenton
1,Kenyon
1,Kenzel
1,Kenzie
1,Keon
2,Kerry
1,Kesean
1,Keshaun
1,Kesley
2,Keston
1,Kevan
66,Kevin
1,Kevinpreet
1,Kevon
1,Keyano
1,Keydren
1,Keyshaun
2,Keyshawn
1,Keyton
1,Khail
1,Khaleb
4,Khaled
4,Khalid
1,Khalil-Omar
1,Khaymen
#,Baby Boy Names
1,Kheilan
1,Khiem
4,Kian
1,Kiano
2,Kiefer
1,Kienan
35,Kieran
1,Kiernan
1,Kieron
1,Kieryan
1,Kievan
1,Kilian
3,Killian
1,Kimball
1,Kimiwan
1,King
2,Kingsley
1,Kingston
1,Kinh
1,Kinnon
1,Kipling
2,Kiran
2,Kirby
8,Kirk
1,Kirkland
1,Kirsch
1,Kissan
3,Klayton
1,Knight
1,Knolan
1,Koadi
14,Kobe
1,Kobey
2,Koby
1,Kodiak
1,Kodie
14,Kody
1,Koedan
2,Kohl
1,Kohlton
1,Koho
1,Kolan
2,Kolbie
3,Kolby
6,Kole
1,Koletrane
1,Kolleter
1,Kollin
1,Koltan
#,Baby Boy Names
1,Kolten
10,Kolton
2,Komaljit
1,Konnar
1,Konner
4,Konnor
1,Konor
6,Konrad
1,Konur
1,Kooper
2,Korbin
2,Korbyn
1,Kordic
3,Kory
1,Kourt
1,Kovas
1,Kowan
1,Kraig
1,Krandkle
1,Krevon
2,Krishna
9,Kristian
1,Kristifer
2,Kristin
1,Kristjan
1,Kristjen
2,Kristofer
