Baby Girl Names Registered in 1990,
1,Kana
5,Kandace
#,Baby Girl Names
2,Kandis
1,Kandus
1,Kandyce
1,Kane
1,Kanesa
1,Kanesha
1,Kansas
1,Kaori
1,Kar
28,Kara
1,Karah
3,Karalee
1,Karalynn
1,Karamia
1,Kar-Bik
1,Kareena
36,Karen
1,Karena
15,Kari
2,Karianne
1,Kari-Lynn
6,Karin
6,Karina
1,Karinn
1,Karinna
1,Karis
15,Karissa
1,Karissa-Lynn
12,Karla
8,Karlee
2,Karleen
1,Karleigh
1,Karlene-Pamela
4,Karley
6,Karli
4,Karlie
8,Karly
2,Karlyn
1,Karlynn
1,Karmyn
1,Karol
1,Karolina
3,Karoline
1,Karren
2,Karri
2,Karrie
1,Karrilynn
1,Karuna
2,Karyn
3,Kasandra
2,Kasey
#,Baby Girl Names
1,Kasha
1,Kasi
2,Kasia
1,Kasie
1,Kasiku
1,Kasmira
30,Kassandra
1,Kassaundra
1,Kassee
1,Kassey
2,Kassia
2,Kassidy
3,Kassie
1,Kassima
2,Kassondra
1,Katanya
5,Katarina
19,Kate
1,Katee
1,Katelan
5,Katelin
77,Katelyn
1,Katelyne
16,Katelynn
3,Kate-Lynn
4,Katerina
1,Kathaleen
3,Katharina
6,Katharine
1,Katherin
2,Katherina
99,Katherine
1,Katheryne
62,Kathleen
1,Kathlene
3,Kathrina
51,Kathryn
4,Kathy
1,Kathyrn
38,Katie
1,Katie-Anne
1,Katina
1,Katja
1,Katlayn
4,Katlin
8,Katlyn
5,Katlynn
1,Katlynne
2,Katrin
59,Katrina
3,Katryna
#,Baby Girl Names
1,Kattie
1,Kattie-Lynn
1,Katty
1,Katya
1,Katy-Anne
1,Kauley
1,Kawthar
1,Kawther
1,Kayanna
1,Kaycie
1,Kaydee
1,Kaydie
2,Kaydree
1,Kayelee
242,Kayla
1,Kayla-Ann
1,Kayla-Dawn
2,Kaylah
2,Kayla-Marie
1,Kayle
34,Kaylee
1,Kay-Lee
4,Kayleen
9,Kayleigh
4,Kaylene
7,Kayley
4,Kayli
5,Kaylie
4,Kaylin
2,Kaylla
1,Kayly
3,Kaylyn
1,Kaylynn
1,Kaysee
1,Kaytlan
2,Kaytlin
3,Kaytlyn
1,Kaytlyne
2,Kaytlynn
1,Kayzra
1,Kazuyo
1,Kdianne
1,Kea
1,Keaghan
1,Keaira
3,Keara
1,Kearstin
1,Kearstyn
1,Keelan
2,Keeley
1,Keelia
#,Baby Girl Names
1,Keellie
10,Keely
1,Keenan
1,Keerat
1,Keesha
1,Keiandra
1,Keiko
5,Keira
1,Keirsten
3,Keisha
1,Kelan
1,Kelcey
1,Kelci
1,Kelcie
1,Kelin
4,Kelley
3,Kelli
1,Kelliane
8,Kellie
1,Kell-Sea
1,Kellsey
62,Kelly
2,Kelly-Ann
1,Kellyanne
1,Kelly-Anne
1,Kelly-Dawn
1,Kelly-Shea
1,Kelsea
1,Kelsee
157,Kelsey
8,Kelsi
13,Kelsie
8,Keltie
1,Kelty
1,Kelycia
1,Kendahl
1,Kendal
12,Kendall
2,Kendell
1,Kendice
44,Kendra
1,Kenidy
1,Kenna
10,Kennedy
8,Kenzie
3,Kera
7,Keri
2,Keri-Ann
1,Kerianne
1,Keridiss
1,Kerie
#,Baby Girl Names
1,Kerilyn
1,Keri-Lyn
1,Kerin
1,Kerisa
1,Kerith
1,Kermun
3,Kerri
1,Kerri-Anne
10,Kerry
1,Kersti
1,Kerstina
1,Kerstyn
1,Keshena
10,Keshia
1,Keshia-Marie
1,Ketaki
1,Keyata
1,Keylee
1,Kez-Anne
3,Keziah
1,Khadijah
1,Kharissa
1,Khaulah
1,Khristine
1,Khristy
1,Khushjeet
1,Kiana
4,Kiara
1,Kiara-Jade
1,Kiaya-Dawn
3,Kiera
2,Kieran
2,Kierra
1,Kiershyn
3,Kiersten
1,Kieva
3,Kim
1,Kimara
1,Kimber
3,Kimberlee
1,Kimberleigh
32,Kimberley
123,Kimberly
1,Kimdeep
1,Kimi
1,Kimiko
1,Kimmy
1,Kim-Thi
1,Kindra
1,Kineta
2,Kinsley
#,Baby Girl Names
1,Kinza
1,Kiona
9,Kira
1,Kiralyn
1,Kiran
1,Kirandeep
3,Kirby
1,Kirendeep
1,Kirenjit
1,Kiri
1,Kirin
1,Kirnvir
1,Kirra
1,Kirsta
1,Kirstan
1,Kirstee
1,Kirstei
60,Kirsten
1,Kirsti
9,Kirstie
13,Kirstin
1,Kirston
5,Kirsty
6,Kirstyn
1,Kisa
1,Kisha
1,Kishana
1,Kishia
1,Kistie
1,Kitty
1,Kiva
1,Kiya
1,Kjirsten
1,Kloe
1,Klorisa
1,Kodi
1,Kodi-Lee
1,Kohl
1,Kolby
1,Kolese
1,Kolina
4,Kori
1,Korie
2,Korissa
1,Korrin
1,Korrine
1,Kortnaey
1,Kortnee
3,Kortney
1,Kourtnee
1,Kourtnei
#,Baby Girl Names
4,Kourtney
1,Krechenna
2,Kris
2,Krissy
43,Krista
3,Kristal
1,Krista-Lee
82,Kristen
1,Kristene
14,Kristi
1,Kristian
1,Kristiana
1,Kristiann
12,Kristie
1,Kristie-Anne
1,Kristie-Marie
1,Kristien
38,Kristin
52,Kristina
13,Kristine
1,Kristjana
21,Kristy
13,Kristyn
3,Krisztina
1,Krysia
1,Kryssa
8,Krysta
30,Krystal
6,Krysten
1,Krysti
1,Krystie
5,Krystin
3,Krystina
3,Krystine
5,Krystle
2,Krystyn
1,Krystyna
1,Kryzll
1,Kurstie
1,Kurstyn
1,Kwther
40,Kyla
1,Kyla-Faye
6,Kylee
2,Kylene
2,Kyli
1,Kylia
21,Kylie
1,Kylie-Rae
1,Kyllo
1,Kymberlee
#,Baby Girl Names
3,Kymberly
3,Kyndra
1,Kyoko
9,Kyra
1,Kyran
1,Kyria
1,Kyriay
2,Kyrsten
1,Kyrstyn
1,Kysa
1,Lacara
19,Lacey
1,Laci
1,Lacie
3,Lacy
2,Ladean
1,Lael
1,Laila
2,Laine
4,Lainey
1,Lainie
1,Lakeisha
1,Lakelind
1,Lakota
1,Lamara
1,Lamia
1,Lamya
8,Lana
1,Lanae
1,Landra
1,Langley
1,Lanica
1,Lanny
10,Lara
1,Larana
1,Larasia
2,Larisa
28,Larissa
1,Larrissa
1,Laryssa
1,Lasena
2,Lasha
1,Lateasha
1,Lateisha
1,Latesha
2,Latisha
1,Latonah
1,Latoya
1,Latrisha
1,Launa
139,Laura
#,Baby Girl Names
2,Laura-Ann
1,Laura-Lynn
1,Laurann
1,Laureen
10,Laurel
1,Laurell
131,Lauren
1,Laurenne
7,Laurie
1,Laurin
1,Laurisa
1,Laurissa
1,Laurna
1,Laurren
1,Lausanne
1,Laverne
1,Lawna
1,Lawra
1,Layal
1,Layla
2,Layne
1,Laysha
2,Le
1,Lea
67,Leah
2,Leaha
1,Leah-Gabrielle
1,Leandra
1,Leane
1,Leann
10,Leanna
27,Leanne
1,Leanore
1,Leaticia
1,Leba
3,Lee
1,Leeann
1,Leeanna
1,Leeanne
1,Leesa
2,Leesha
7,Leigh
1,Leigha
1,Leighsha
3,Leila
2,Leilani
1,Leisha
8,Lena
3,Lenora
6,Leona
1,Leray
#,Baby Girl Names
1,Leslee
8,Lesley
1,Lesley-Ann
19,Leslie
1,Levi
2,Lexi
1,Lexie
1,Leya
1,Lhea
1,Li
1,Lia
1,Lian
2,Liane
2,Lianna
1,Lianne
1,Lichelle
1,Lila
3,Lilian
1,Lilith
3,Lillian
3,Lily
4,Lina
22,Linda
107,Lindsay
61,Lindsey
1,Lindsi
2,Lindy
2,Linnea
1,Linsay
1,Linzy
120,Lisa
1,Lisa-Ann
1,Lisa-Marie
1,Lisbeth
4,Lise
1,Liselle
1,Liselotte
1,Lisha
1,Lissa
1,Lita
1,Liteasha
1,Lith
1,Little
1,Livia
1,Liyany
1,Liza
1,Lizanne
2,Logan
2,Lois
1,Lona
2,Loni
#,Baby Girl Names
1,Lonnie
1,Lora
1,Loralea
1,Loralee
1,Loredana
1,Lorelei
2,Lorelle
3,Loren
1,Lorene
2,Loretta
9,Lori
1,Lorian
1,Lori-Ann
1,Lorie
1,Lorilei
1,Lorinda
1,Lorine
5,Lorissa
2,Lorna
1,Lorna-Lori
4,Lorraine
1,Lorrie
1,Loryn
2,Louisa
6,Louise
1,Louisiana
1,Lua
1,Luan
1,Luanne
1,Lucienne
2,Lucille
1,Lucina
2,Lucinda
2,Lucy
1,Lucyna
1,Luella
1,Lukia
1,Luna
1,Lurel
1,Lutfiya
1,Lutina
1,Luwam
1,Lydeen
11,Lydia
1,Lynda
1,Lyndi
1,Lyndley
5,Lyndsay
12,Lyndsey
1,Lyndsie
1,Lynessa
#,Baby Girl Names
3,Lynette
1,Lynley
5,Lynn
1,Lynnae
1,Lynnaya
2,Lynne
2,Lynnea
1,Lynnette
1,Lynnsy
1,Lynsay-Rose
7,Lynsey
1,Lynsi
1,Lynzee
1,Lynzie
1,Lyra
1,M.
1,Macey
1,Macilyn
1,Mackenzi
26,Mackenzie
1,Mackenzy
1,Macy
2,Maddie
4,Maddison
1,Maddleine
4,Madelaine
6,Madeleine
8,Madeline
2,Madelyn
1,Madelyne
1,Madilyn
1,Madisen
31,Madison
1,Madisson
1,Madisyn
1,Madyson
1,Mae
6,Maegan
1,Maeghan
2,Magaretha
1,Magdalene
2,Magen
6,Maggie
1,Magyn
3,Maha
2,Mai
1,Maia
1,Maibble
1,Maibritt
1,Maigann
1,Maikim
#,Baby Girl Names
1,Maikki
1,Maila
1,Maireena
1,Maisam
1,Maisara
1,Maisy
1,Maisyn
2,Maja
1,Majeda
1,Makarena
1,Makayla
1,Makena
1,Makenzi
1,Makyla
1,Malaki
1,Maleeka
1,Malika
1,Malinda
1,Malissa
1,Mallorey
1,Mallorie
11,Mallory
1,Malorie
1,Malory
1,Malwina
1,Malynn
1,Manal
1,Manbir
1,Manda
1,Mandalynn
1,Mandeep
5,Mandi
1,Mandie
1,Mandi-Lorraine
1,Mandip
1,Mandi-Rae
14,Mandy
1,Manisha
2,Manit
2,Manmeet
2,Manpreet
1,Mansharn
2,Mara
1,Maral
1,Maraya
1,Marcedes
1,Marcey
2,Marci
2,Marcia
2,Marcie
5,Marcy
#,Baby Girl Names
1,Mardi
1,Mareike
5,Maren
16,Margaret
1,Margaret-Lynn
2,Margarette
1,Margarita
3,Margot
2,Marguerite
43,Maria
4,Mariah
8,Mariam
2,Marian
5,Marianne
1,Maricel
1,Mari-Dev
31,Marie
1,Marie-Claire
2,Mariel
2,Marielle
1,Marie-Pierre
1,Marijke
1,Marijo
2,Marika
1,Marilee
1,Marilucia
4,Marilyn
1,Marin
17,Marina
2,Marion
13,Marisa
19,Marissa
1,Marit
3,Marita
6,Marla
1,Marlea
2,Marlee
1,Marleigh
1,Marlena
2,Marlene
1,Marlese
4,Marley
1,Marlies
1,Marlis
2,Marlo
1,Marly
1,Marney
1,Marni
2,Marnie
1,Marni-Lyn
1,Maron
#,Baby Girl Names
2,Marta
11,Martha
3,Martika
3,Martina
1,Martine
37,Mary
1,Maryam
1,Maryama
1,Maryann
2,Mary-Ann
2,Maryanne
1,Mary-Anne
1,Marybeth
1,Mary-Katherine
1,Mary-Rose
2,Marysa
1,Matatha
2,Matilda
1,Matina
1,Matricia
1,Mattae
1,Mattea
1,Mattison
1,Maud
3,Maureen
1,Maurissa
3,Maxine
2,May
3,Maya
1,Maycm
1,Maydie
1,Mayu
1,Mazlie
2,Mckayla
1,Mckendra
1,Mckenna
1,Mckensy-Anne
6,Mckenzie
52,Meagan
2,Meagen
1,Meaggan
11,Meaghan
1,Mecede
1,Mechelle
3,Medina
1,Meenal
2,Meg
246,Megan
1,Megean
1,Megen
3,Meggan
#,Baby Girl Names
1,Meggie
40,Meghan
2,Meghann
1,Mehgan
2,Meighan
1,Meika
1,Meishell
1,Melana
63,Melanie
1,Melanie-Zita
1,Melany
1,Melena
1,Melina
13,Melinda
1,Melinna
1,Melisent
236,Melissa
1,Melita
2,Mellisa
1,Mellissa
4,Melodie
11,Melody
1,Melveera
2,Melynda
2,Melyssa
1,Merai
12,Mercedes
8,Meredith
1,Merika
3,Merissa
1,Merrisa
1,Merrissa
1,Meryk
1,Mesha
2,Mia
1,Mia-Bernadine
1,Miada
1,Mianna
3,Micaela
1,Micah
4,Michaela
1,Michael-Ann
1,Michaela-Rae
1,Michala
1,Michalene
1,Michela
5,Michele
1,Michelina
2,Michella
187,Michelle
1,Michelle-Rae
#,Baby Girl Names
1,Michilla
4,Mika
6,Mikaela
1,Mikasa
6,Mikayla
1,Mikela
2,Mikhaila
1,Mikki
1,Mikyla
1,Milan
1,Milica
2,Millie
1,Milli-Joanna
1,Milly
5,Mindy
1,Mininder
1,Miori
1,Miquila
1,Mira
56,Miranda
1,Mirena
1,Miriah
5,Miriam
1,Mirna
1,Misel
1,Misha
1,Misker
1,Miste
1,Mistie
6,Misty
1,Misty-Lynn
1,Mitanjeli
1,Moeah
2,Moira
2,Mollie
15,Molly
1,Momoko
1,Mona
1,Moneera
21,Monica
1,Monicca
5,Monika
13,Monique
3,Montana
1,Morag
61,Morgan
1,Morganne
1,Morginn
1,Morrina
1,Mouna
1,Mponya
#,Baby Girl Names
1,Mrianda
1,Munpreet
3,Muriel
2,Murphy
1,Mussia
1,Mwansa
2,My
1,Mya
1,Mylene
1,Mylinh
1,Myra
3,Myranda
1,Myrandha-Jo
1,Mysatt
1,Mysha
1,Myura
1,Nabeela
1,Nada
1,Nadean
1,Nadeane
1,Nadeen
10,Nadia
1,Nadima
2,Nadina
15,Nadine
1,Nadya
1,Nafiza
1,Nagham
1,Najlaa
1,Nakayla
3,Nakita
1,Nalanie
7,Nancy
16,Naomi
1,Narissa
1,Naryrath
1,Nashambi
1,Natacha
1,Natalee
1,Natali
5,Natalia
56,Natalie
2,Natalya
99,Natasha
1,Natashi
3,Natashia
1,Natesha
3,Nathalie
1,Nathaly
2,Natia
1,Nattalia
#,Baby Girl Names
2,Navdeep
1,Navjit
1,Navkiran
1,Navonia
2,Navpreet
1,Nduta
1,Nealmanie
1,Neda
1,Nedaya
1,Neddy
1,Neechel
3,Neelam
1,Neesha
1,Neha
1,Nehal
1,Nelia
1,Neomi
1,Nerissa
1,Nestille
1,Netanya
1,Nevada
1,Nga
1,Ngoc
2,Niamh
1,Nichel
2,Nichelle
1,Nichol
2,Nichola
12,Nichole
1,Nicholette
2,Nicholle
1,Nickie
1,Nickolina
1,Nicol
9,Nicola
273,Nicole
7,Nicolette
2,Nicolle
3,Nicollette
1,Nicolyn
1,Nidhi
1,Nieva
1,Nifiterie
1,Nikala
2,Niki
8,Nikita
1,Nikitah
1,Nikiya
1,Nikka
15,Nikki
1,Nikkieta
#,Baby Girl Names
3,Nikkita
4,Nikole
1,Nikoleta
1,Nikolina
1,Ni'Meh
4,Nina
2,Niomi
1,Nisa
1,Nisha
1,Nissa
1,Nita
1,Nitasha
1,Noelannah
1,Noele
3,Noella
7,Noelle
4,Nora
1,Norah
1,Noranda
2,Noreen
1,Norma
1,Nour
1,Nuri
1,Nurian
1,Nyebath
1,Nykita
1,Nykkole
2,Nyomi
2,Nyssa
1,Oalah
1,Odelia
1,Ola
2,Olga
36,Olivia
1,Olla
1,Olwen
1,Oriana
1,Orla
1,Orleane
1,Osaze
1,Ovilok
1,Paege
2,Page
73,Paige
1,Paisha
1,Palyferie
24,Pamela
1,Pamella
1,Pamneet
1,Pamraj
1,Paresa
#,Baby Girl Names
1,Paris
1,Parmdeep
1,Parminder
1,Parvoneh
1,Pathrysha
1,Patience
26,Patricia
1,Patricia-Anne
17,Paula
6,Paulina
11,Pauline
1,Paulyna
1,Pearl
1,Pearlic
1,Peggy
1,Perlina
1,Perri
1,Phaedra
1,Phallon
1,Phanson
1,Pheadra
1,Phebe-Anne
1,Phelony
1,Phia
1,Phiefer
1,Phillipa
1,Philomena
2,Phoebe
2,Phoenix
1,Phuong
1,Phyline
1,Pilar
2,Piper
1,Piyashi
1,Poiyun
1,Pollygaya
1,Pooja
1,Porsha
1,Porshia
1,Portia
2,Prabhjot
1,Prabhneet
1,Prathna
1,Preet
1,Prianka
1,Prinka
3,Priscilla
1,Priti
4,Priya
1,Priyanka
1,Prokopia
#,Baby Girl Names
1,Pulcheria
1,Puti
1,Quincy
5,Quinn
1,Quintina
1,Raabia
1,Raavyn
1,Rabiya
11,Rachael
1,Racheal
94,Rachel
3,Rachele
35,Rachelle
1,Rachelle-Ann
1,Rachelle-Ruby
1,Racine
1,Radha
1,Rae
1,Raeah
2,Raeann
1,Rae-Ann
1,Raeanna
1,Rae-Anna
4,Raeanne
2,Rae-Anne
2,Raechel
1,Rae-Dawn
1,Raedean
1,Raederle
2,Raegan
1,Rae-Lee
1,Raeleen
1,Raeleigh
6,Raelene
2,Raelyn
3,Raelynn
1,Rae-Lynn
1,Rae-Lynne
1,Raena
1,Raeva
1,Raheema
1,Rahemat
1,Rahwa
1,Railey
2,Raina
1,Raiven
2,Rajinder
1,Rajneet
1,Rakel
1,Ralee
2,Ramandeep
#,Baby Girl Names
1,Ramanjeet
1,Raminder
1,Ramneet
1,Ramona
1,Rana
2,Randa
1,Randall
1,Randean
1,Randeep
1,Randelle
15,Randi
1,Randice
2,Randie
1,Randilee
1,Randi-Lee
1,Randi-Lynn
1,Ranelyn
1,Rani
1,Ranita
1,Ranndie
1,Raphaelle
6,Raquel
2,Rashida
1,Rati
2,Raveena
7,Raven
1,Ravinder
1,Rawan
1,Rayah
1,Rayana
2,Rayanna
1,Rayanne
1,Rayelle
1,Rayle
2,Raylee
1,Rayleen
1,Rayleigh
6,Raylene
1,Raymona
4,Rayna
1,Rayni
1,Rayshel
1,Razeen
3,Reagan
1,Reanna
1,Reanne
1,Rebbekkah
1,Rebeca
193,Rebecca
1,Rebeka
12,Rebekah
#,Baby Girl Names
1,Rebekkah
1,Reece
1,Regan
2,Regina
1,Regis
1,Reha
2,Rehana
1,Reily
2,Reina
3,Rema
1,Reme
1,Remi
1,Remick
1,Remy
2,Rena
6,Renae
1,Renata
1,Renate
3,Rene
21,Renee
1,Renele
1,Renelle
1,Renna
1,Reno
3,Reva
1,Reyann
1,Rhaelene
1,Rhaelyn
2,Rhea
1,Rheann
1,Rheanna
1,Rheanne
2,Rhianna
1,Rhianne
5,Rhiannon
1,Rhoda
3,Rhonda
2,Riana
2,Rianna
2,Rianne
1,Richa
1,Richeena
1,Richel
1,Richele
12,Richelle
1,Richina
1,Rickee
1,Ricki
1,Rickie-Lee
2,Rie
1,Riki
#,Baby Girl Names
1,Rikke
3,Rikki
1,Rikki-Lyn
1,Rileigh
4,Riley
1,Rilla
3,Rima
1,Rimjeet
1,Rimple
2,Rio
1,Riordan
1,Risa
5,Rita
1,Roana
2,Roanne
1,Robbin
1,Robbyn
1,Roberta
1,Robertta
1,Robertta-Jean
12,Robin
1,Robina
58,Robyn
2,Robyne
3,Robynn
1,Robynne
9,Rochelle
2,Roisin
1,Rolanda
1,Romal
1,Romi
1,Ronda
1,Roni
1,Ronilyn
1,Ronya
1,Roohee
1,Roopa
1,Roopkiran
2,Rory
3,Rosa
1,Rosalee
2,Rosalie
2,Rosalina
3,Rosalind
1,Rosalita
6,Rosanna
7,Rose
1,Roseann
3,Roseanne
1,Rose-Lee
1,Rosella
#,Baby Girl Names
2,Rosemarie
1,Rose-Marie
1,Rosemary
2,Roslyn
1,Rosy
1,Rowan
1,Roweyah
2,Roxana
1,Roxane
3,Roxanna
5,Roxanne
1,Roxette
1,Roxie
1,Rubeen
1,Rubie
1,Ruby
2,Rudy
1,Ruena
2,Rukshana
1,Rulla
1,Runy
6,Ruth
1,Ruthanne
1,Ruvani
1,Ryann
3,Rylee
2,Ryleigh
1,Rylie
1,Ryliegh
1,Rynelle
1,Saaraa
1,Sabah
3,Sabina
1,Sable
2,Sabreena
25,Sabrina
1,Sabrina-Ami
1,Sabryna
1,Sachiko
1,Sachsa
1,Sada
3,Sadie
1,Safia
1,Safra
1,Sagan
1,Sage
1,Sahaer
2,Sahara
1,Saherish
1,Sahra
1,Saicco
#,Baby Girl Names
1,Saige
2,Saira
1,Sakshi
1,Saleen
3,Salena
2,Salima
6,Salina
3,Sally
1,Sally-Jo
4,Salma
1,Samaah
1,Samandtha
1,Samanntha
313,Samantha
1,Samantha-Ann
1,Samantha-Lynne
9,Samara
1,Samatha
1,Samica
2,Samira
1,Sammar
1,Sammie
1,Samneet
1,Samona
1,Samone
1,Samy-Jo
1,Sana
1,Sanaa-Yasania
1,Sanaz
1,Sanderina
15,Sandra
1,Sandrah
1,Sandralee
1,Sandrelle
4,Sandy
1,Sanja
4,Santana
1,Santanna
1,Santina
1,Saphron
2,Sapphire
1,Saprina
93,Sara
1,Sara-Anne
1,Sara-Dawn
333,Sarah
1,Sarah-Ann
1,Sarah-Ann-Lilas
2,Sarah-Jane
1,Sarah-Pauline
1,Sara-Jean
#,Baby Girl Names
1,Saranya
1,Saressa
1,Sari
1,Sarika
2,Sarina
1,Sarita
1,Sarra
1,Sarrah
14,Sasha
1,Satara
2,Satbir
1,Sauve
2,Savana
4,Savanah
4,Savanna
20,Savannah
4,Sawyer
1,Saydee
1,Sayler
1,Schuyler
1,Scuylar
1,Sean
1,Seanade
2,Seanna
1,Seema
1,Seetal
1,Seher
1,Selah
1,Seleen
1,Seleena
1,Selena
1,Selene
1,Selestia
3,Selina
1,Sena
1,Senait
1,Sendy
1,Seonaid
11,Serena
2,Serina
1,Sevanne
1,Sevea
1,Sevena
1,Shabhana
1,Shabina
1,Shadeen
1,Shae
1,Shaekayla
2,Shaela
2,Shaelene
1,Shae-Lynn
#,Baby Girl Names
1,Shaey-Dene
1,Shafiah
2,Shafina
1,Shaharazade
1,Shaheen
1,Shahista
2,Shaila
1,Shailah
4,Shaina
1,Shainna
1,Shaireen
2,Shakira
1,Shalan
1,Shalane
1,Sha-Lee
1,Shaleen
1,Shaleeza
1,Shaleigh
4,Shalene
1,Shaley
1,Shalon
2,Shalyn
5,Shana
1,Shanay
2,Shanda
1,Shanda-Lee
1,Shanda-Leigh
1,Shanda-Lynne
2,Shandel
1,Shandelle
1,Shandi
1,Shandilaine
1,Shandra
3,Shandy
1,Shaneen
1,Shaneigh
2,Shanel
2,Shanelle
1,Shanice
1,Shaniece
1,Shanlee
5,Shanna
1,Shannalee
1,Shannel
1,Shannell
55,Shannon
8,Shantel
1,Shantell
7,Shantelle
1,Shanya
1,Shara
#,Baby Girl Names
1,Sharan
1,Sharandeep
1,Sharanjit
2,Sharayah
1,Sharee
1,Shareen
1,Sharen
1,Sharene
1,Shari
1,Sharianne
1,Sharie
1,Sharilyn
1,Sharise
2,Sharissa
1,Sharita
5,Sharla
2,Sharleen
2,Sharlene
1,Sharli
1,Sharlynn
1,Sharmaine
1,Sharmane
1,Sharnae
1,Sharnell
2,Sharnelle
5,Sharon
2,Sharona
1,Sharri
1,Shastelyn
10,Shauna
1,Shaunah
2,Shauni
1,Shaunice
3,Shaunna
1,Shauntae
1,Shaunti
1,Shavonne
29,Shawna
6,Shawnee
2,Shawni
1,Shay
1,Shayda
1,Shaye
18,Shayla
1,Shaylagh
1,Shaylah
1,Shaylee
3,Shayleen
1,Shayleene
9,Shaylene
1,Shaylene-Chantel
#,Baby Girl Names
1,Shaylie
1,Shaylyn
1,Shay-Lyn
13,Shayna
1,Shaynah
1,Shayra
1,Shazeal
2,Shea
1,Shealynn
1,Sheelagh
14,Sheena
8,Sheila
1,Shelagh
1,Shelaine
4,Shelbi
1,Shelbie
69,Shelby
1,Sheleen
1,Shelika
2,Sheliza
1,Shellaine
6,Shelley
1,Shellie
1,Shellina
6,Shelly
1,Shelneil
1,Shelsey
1,Shenae
1,Shenai
1,Shendelle
1,Shenea
1,Shenica
1,Shenise
1,Shentel
3,Shera
1,Sheralee
1,Sheree
1,Sherelle
1,Sheri-Lynn
8,Sherry
6,Sheryl
1,Shevaun
1,Shevawn
1,Shevon
1,Shey
1,Sheyanne
1,Sheydeen
1,Sheyenne
1,Shiann
2,Shianne
3,Shilo
#,Baby Girl Names
1,Shin
1,Shinedeep
1,Shino
1,Shiralee
1,Shireen
1,Shirin
1,Shirleena
3,Shirley
1,Shirstine
1,Shivalika
1,Shivon
1,Shivonne
1,Sholayne
1,Sholyn
1,Shon
1,Shona
1,Shristi
1,Shu
1,Shuna
1,Shweta
1,Shyan
2,Shyann
2,Shyanne
11,Shyla
1,Shylee
3,Shylo
1,Shyloe
1,Shyloh
1,Siama
1,Sian
1,Sianna
1,Sibin
1,Sibyl-Melanie
2,Sidney
1,Sieanna
1,Sienna
1,Sien-Ven
9,Sierra
1,Signe
1,Silka
1,Silvia
1,Simona
14,Simone
1,Simranjit
6,Sinead
1,Sineado
10,Siobhan
1,Siobhann
1,Siri
1,Siu
1,Sky
#,Baby Girl Names
6,Skye
1,Skyelar
1,Skyla
9,Skylar
1,Skylea
1,Skylei
3,Skyler
1,Sky-Lynn
1,Skyy
1,Smita
1,Somalaiy
1,Somarly
1,Somayya
1,Sonal
1,Sonam
7,Sonia
1,Sonja
8,Sonya
7,Sophia
4,Sophie
1,Soreen
1,Sorrel
1,Souad
1,Special
4,Spencer
1,Spirit
45,Stacey
3,Staci
7,Stacie
21,Stacy
1,Stanna-Rae
1,Star
2,Starla
1,Starly
1,Starr
1,Starrly
6,Stefani
17,Stefanie
1,Stefany
2,Steffani
1,Steffanie
1,Steffeny
3,Steffi
2,Stella
2,Stephani
345,Stephanie
1,Stephanie-Ann
1,Stephanie-May
1,Stephannee
1,Stephannie
1,Stephany
#,Baby Girl Names
4,Stephenie
1,Stephennie
1,Stephine
1,Sterling
5,Stevie
1,Stevie-Ann
1,Stevie-Lee
1,Stevi-Rayleen
1,Stina
1,Storm
1,Strathie
3,Sue
1,Sukhjeet
1,Sukhjot
1,Sumanpreet
1,Sumeet
1,Sumera
2,Summer
1,Sum-Ming
1,Suneet
1,Sunni
1,Sunshine
1,Supatra
1,Surpreet
20,Susan
1,Susana
2,Susanna
1,Susannah
1,Susanne
3,Susie
1,Suzan
2,Suzanna
11,Suzanne
1,Svea
1,Syarrah
1,Sydele
2,Sydnee
1,Sydnee-Leigh
35,Sydney
1,Sydni
1,Sydnie
1,Sylina
7,Sylvia
1,Sylvie
1,Symantha
1,Symona
1,Symone
2,Tabatha
1,Tabea
1,Tabeah
2,Tabetha
#,Baby Girl Names
17,Tabitha
1,Tace
1,Taenelle
1,Taetum
1,Tagried
1,Tahani
1,Taheera
1,Tahera-Rafia
1,Tahira-Mubeen
2,Tahnee
1,Tai
1,Taia
1,Taiya
1,Tajaira
1,Takara
1,Takumi
1,Talaina
1,Taleah
1,Tali
2,Talia
2,Talina
2,Talisa
2,Talisha
1,Talisia
1,Talissa
1,Talitha
1,Talleha
1,Talsa
1,Talysja
1,Tamar
47,Tamara
1,Tamara-Lee
1,Tamara-Lynn
1,Tamara-May
1,Tamaris
1,Tamera-Lee
1,Tamica
1,Tamika
1,Tamiko
1,Tammam
1,Tammara
7,Tammy
1,Tammy-Jo
1,Tamra
1,Tamra-Lynn
1,Tamsin
2,Tana
1,Taneal
1,Tanella
6,Tania
1,Tanielle
#,Baby Girl Names
8,Tanis
5,Tanisha
1,Tanita
1,Tanmeet
1,Tanna
10,Tannis
1,Tanny
35,Tanya
1,Tanyelle
1,Tanysha
1,Tanziyah
46,Tara
3,Tarah
1,Taralee
1,Taralyn
1,Taralynn
5,Tara-Lynn
1,Taren
1,Tarenjeet
1,Tari
1,Taria
2,Tarilyn
1,Tarissa
1,Tarra
21,Taryn
2,Tarynn
16,Tasha
2,Tasheena
1,Tashia
2,Tashina
3,Tasia
1,Tassy
1,Tataryn
6,Tatiana
1,Tatianna
1,Tatyana
1,Taura
2,Tavia
2,Tawni
4,Taya
1,Tayce
