Baby Girl Names Registered in 1997,
1,Sheadene
1,Sheadon
1,Shealynn
1,Sheanna
5,Sheena
1,Shefali
1,Sheharzad
3,Sheila
1,Sheileen
1,Sheinay
1,Sheiry
2,Shekinah
4,Shelbi
2,Shelbie
68,Shelby
#,Baby Girl Names
1,Shelby-Lynne
1,Shelby-Rose
1,Sheleicha
2,Shelise
1,Sheliza
1,Shellby
1,Shelley
1,Shelly
2,Shenelle
1,Shenoa
1,Shenoah
1,Sheresa
2,Sherice
1,Sheridan
1,Sheridean
1,Sheriza
3,Sherri
3,Sherry
1,Shetema
1,Shevi
1,Sheyanne
1,Sheybra
1,Sheyen
2,Sheyenne
1,Sheytanna
1,Shiana
3,Shianne
1,Shilandra
1,Shiloh
1,Shilpa
1,Shinia
4,Shirley
1,Shirria
2,Shivani
1,Shonari
1,Shonda
1,Shondi
1,Shoni
1,Shontel
1,Shoshana
1,Shoshanna
1,Shoshannah
1,Shula
1,Shurria
3,Shyan
2,Shyann
2,Shyanna
5,Shyanne
1,Shyenne-Dawn
1,Shyiesha
1,Shyin
#,Baby Girl Names
12,Shyla
1,Shylee
1,Shyler
1,Shylo
1,Shyni
1,Shynola
1,Shynonna
1,Shyra
1,Shyrrelle
1,Shyrstin
1,Siane
1,Sianna
1,Siara
1,Siarra
8,Sidney
5,Sienna
1,Sienne
35,Sierra
1,Sierrah
1,Signy
1,Silene
1,Silvia
1,Simar
1,Simiss
8,Simone
10,Simran
2,Simrandeep
1,Simranjit
1,Simrat
1,Simrit
1,Sine
1,Sinead
8,Siobhan
1,Sitara
1,Skeeter
1,Skighe-Lihn
1,Sky
9,Skye
1,Skyelar
1,Skyelur
6,Skylar
3,Skyler
1,Skylynn
1,Sloane
1,Smith
5,Sofia
1,Sofina
1,Soha
1,Soleil
1,Solina
1,Solome
#,Baby Girl Names
1,Solveig
1,Somalina
1,Somaya
2,Sommer
1,Somya
1,Sonali
1,Sonam
2,Sonia
4,Sonja
1,Sonnie
2,Sonya
18,Sophia
11,Sophie
1,Soraya
1,Souad
3,Spencer
9,Stacey
4,Stacy
2,Star
1,Starla
3,Starr
1,Stefanie
1,Steffanida
1,Steffany
1,Steffi
1,Stella
1,Stephaine
1,Stephani
94,Stephanie
1,Stephanie-Anne
1,Storm
1,Storrm
1,Suchveer
1,Suead
1,Suekiana
2,Sujood
1,Sukhanjit
1,Sukhleen
1,Sumalee
1,Sumati
2,Sumeet
17,Summer
1,Sundhal
1,Sunnia
3,Sunny
1,Sunrise
1,Sunshine
1,Surinder
12,Susan
5,Susana
2,Susanna
#,Baby Girl Names
1,Susannah
3,Susie
1,Sussanna
1,Sutton
1,Suvneet
1,Suzan
1,Suzana
1,Suzanna
3,Suzanne
2,Sybil
2,Sydne
4,Sydnee
127,Sydney
1,Sydney-Marie
1,Sydney-Raven
3,Sydni
1,Sydny
7,Sylvia
1,Sylvie
1,Symarah
2,Symphony
1,Syrina
1,Tabatha
2,Tabea
1,Tabeah
8,Tabitha
2,Taegan
1,Taelor
1,Taelynn
1,Tahera
1,Tahiyya
1,Tahlau
2,Tahnee
1,Tahya
2,Taia
1,Taigan
1,Taine
1,Taiya
1,Taizsia
1,Takara
1,Takayla
1,Takeisha
1,Takiya
1,Tala
1,Talaine
1,Talayna
1,Taleah
2,Tali
6,Talia
1,Talia-Rae
1,Talis
#,Baby Girl Names
1,Talisa
2,Talitha
1,Tallissa
1,Talon
1,Talonn
1,Talore
1,Talya
1,Talyn
1,Talysha
24,Tamara
1,Tameeka
1,Tamelle
1,Tamera
2,Tamika
1,Tammie
3,Tammy
2,Tamra
1,Tana
1,Tanea
1,Taneea
1,Taneesa
1,Taneesha
1,Taneeta
4,Tanesha
1,Taneta
1,Tani
1,Tania
1,Tanicka
1,Taniesha
2,Tanika
1,Tanille
8,Tanis
13,Tanisha
1,Tanjeryne
1,Tanna
1,Tanner
1,Tannin
8,Tannis
1,Tannyr
1,Tansy
13,Tanya
1,Tanysha
1,Tapanga
24,Tara
1,Tara-Dawn
2,Tarah
1,Tara-Jean
1,Taralyn
1,Taran
1,Tarandeep
1,Taranjot
#,Baby Girl Names
1,Tareha
1,Tarica
1,Tarilyn
1,Tarra
1,Tarryn
20,Taryn
11,Tasha
1,Tashayna
1,Tashena
2,Tashina
1,Tasia
3,Tasneem
1,Tasyanna
1,Tate
12,Tatiana
3,Tatianna
1,Tatiyanna
2,Tatjana
1,Tatjanna
8,Tatum
3,Tatyana
1,Tatyanah
2,Tatyanna
1,Tawny
8,Taya
1,Tayana
1,Tayia
1,Tayisha
6,Tayla
2,Taylar
1,Taylar-Jayde
11,Tayler
1,Taylin-Rae
1,Taylisa
247,Taylor
1,Taylor-Ann
1,Taylor-Ashley
2,Taylor-Jo
1,Taylor-Shea
1,Taylyn
1,Taymin
1,Taysia
5,Tea
1,Tea-Ann
9,Teagan
3,Teaghan
4,Teah
2,Teal
3,Teanna
1,Tearin
1,Teca
#,Baby Girl Names
1,TeddiAnn
1,Teegan
1,Teenu
1,Teesha
10,Tegan
1,Teghan
1,Tehya
1,Teia
1,Teidra
1,Teigan
1,Teira
1,Telayna
1,Telsa
1,Telsey
1,Tempest
1,Tenaya
2,Teneal
2,Tenisha
1,Teona
2,Tera
1,Terava
11,Teresa
1,Terese
1,Teressa
2,Teri
1,Terianna
1,Teri-Jo
3,Terra
1,Terrall
3,Terri
1,Terrin
1,Teryn
1,Tesha
1,Tesla
1,Teslynn
11,Tess
22,Tessa
1,Tessibel
1,Tessie
2,Teya
1,Teyanna
1,Teyesha
1,Teygan
1,Teyle
1,Thaileen
1,Thalon
1,Thamana
2,Thanh
2,Thea
1,Thelma
1,Theo
#,Baby Girl Names
1,Theodora
10,Theresa
3,Thi
1,Thien
1,Thoria
1,Thu
1,Thuy
1,Thy
22,Tia
13,Tiana
1,Tiana-Marie
26,Tianna
1,Tianne
7,Tiara
1,Tien
1,Tienna
1,Tiera
1,Tierney
5,Tierra
26,Tiffany
1,Tiffany-Amber
1,Tiga
1,Tila
1,Timiro
8,Tina
1,Tinease
1,Tinesha
1,Tinisha
1,Tinnaya
1,Tiodie
1,Tirza
1,Tisha
1,Tishaun
1,Tishna
1,Tissanna
1,Tobi
2,Tobyn
1,Tokunbo
1,Tonesha
3,Toni
1,Toni-Lynn
3,Tonya
1,Torelle
15,Tori
2,Toria
1,Torri
1,Torrica
3,Torrie
3,Tory
1,Tosha
1,Toshonie
#,Baby Girl Names
2,Tracey
2,Tracie
5,Tracy
1,TraeAnna
1,Trayse
1,Treena
1,Tress
1,Trey
1,Treylene
1,Trianna
1,Tricia
1,Trina
1,Trinidy
9,Trinity
10,Trisha
1,Trishala
1,Triskan
5,Trista
1,Tristain
4,Tristan
3,Tristen
1,Tristian
1,Tristin
4,Tristyn
3,True
1,Truong
1,Tryna
1,Trysten
1,Trystyn
1,Tu
1,Turi
1,Twyla
1,Twylla
1,Tyana
1,Tyanna
1,Tyela
1,Tyen
1,Tyera
1,Tyesha
1,Tykerra
1,Tylee
1,Tylene
2,Tyler
1,Tyler-Rae
1,Tylor
2,Tylyn
1,Tymesha
1,Tyne
1,Tynica
11,Tyra
1,Tyrena
#,Baby Girl Names
1,Tyrine
1,Tyrrah
1,Ummaiyha
1,Upneet
1,Ursala
1,Valeen
2,Valentina
1,Valeria
7,Valerie
1,Valeska
1,Valina
1,Valley
1,Vanesa
46,Vanessa
1,Vansasha
2,Vasilisa
1,Vasundhra
1,Veanna
1,
1,Velinda
12,Verity
3,Veronica
2,Veronika
1,Veronique
1,Veronique-
1,Vicenta
121,Vicky
4,Victoria
1,Vienna
1,Vina
2,Vincci
1,Violet
1,Violeta
1,Virgilia
2,Virgina
1,Virginia
1,Vitalla
10,Viveka
1,Vivian
1,Viviana
1,Vivien
1,Vu-Hanna
1,Vy-Tram
1,Wahpikwanees
1,Wakana
1,Wanda
2,Waseema
1,Waverly
1,Weather
3,Wednesday
1,Wendy
#,Baby Girl Names
1,Wenny
1,Whisper
8,Whisper-Dawn
1,Whitney
6,Willena
1,Willow
1,Wincy
3,Winkie
2,Winona
1,Winter
1,Wossenailesh
2,Wynona
1,Wynter
1,Wyomma
1,Wyonne
1,Xanadu
1,Xanthe
4,Xaviere
1,Xena
1,Xiao
1,Xiomara
1,Yagmur
1,Yan
2,Yashharan
2,Yasmeen
4,Yasmin
1,Yasmine
1,Yassmina
1,Yehwalashet
1,Yen
1,Yibei
1,Ying
1,Yue
1,Yuki
1,Yukino
1,Yuko
1,Yulia
1,Yuliana
1,Yusra
1,Yu-Tzu
3,Yvette
1,Yvonne
1,Zahraa
1,Zaiba
1,Zainab
1,Zainey
1,Zaira
1,Zalin
1,Zanetta
1,Zanna
1,Zarah
#,Baby Girl Names
1,Zarya
4,Zayal
1,Zaynah
1,Zeba
1,Zeina
2,Zeinab
28,Zenah
1,Zoe
6,Zoee
3,Zoey
1,Zoie
1,Zoria
1,Zoriana
Frequency,Zumrah
